"","precinct","AlexanderHernandez","AlexanderHernandez_AbsenteebyMail","AlexanderHernandez_AdvanceinPerson","AlexanderHernandez_ElectionDay","AlexanderHernandez_Provisional","AmyKremer","AmyKremer_AbsenteebyMail","AmyKremer_AdvanceinPerson","AmyKremer_ElectionDay","AmyKremer_Provisional","AndrePollard","AndrePollard_AbsenteebyMail","AndrePollard_AdvanceinPerson","AndrePollard_ElectionDay","AndrePollard_Provisional","BobGray","BobGray_AbsenteebyMail","BobGray_AdvanceinPerson","BobGray_ElectionDay","BobGray_Provisional","BruceLevell","BruceLevell_AbsenteebyMail","BruceLevell_AdvanceinPerson","BruceLevell_ElectionDay","BruceLevell_Provisional","DEM","DEM_AbsenteebyMail","DEM_AdvanceinPerson","DEM_ElectionDay","DEM_Provisional","DanMoody","DanMoody_AbsenteebyMail","DanMoody_AdvanceinPerson","DanMoody_ElectionDay","DanMoody_Provisional","DavidAbroms","DavidAbroms_AbsenteebyMail","DavidAbroms_AdvanceinPerson","DavidAbroms_ElectionDay","DavidAbroms_Provisional","IND","IND_AbsenteebyMail","IND_AdvanceinPerson","IND_ElectionDay","IND_Provisional","JonOssoff","JonOssoff_AbsenteebyMail","JonOssoff_AdvanceinPerson","JonOssoff_ElectionDay","JonOssoff_Provisional","JudsonHill","JudsonHill_AbsenteebyMail","JudsonHill_AdvanceinPerson","JudsonHill_ElectionDay","JudsonHill_Provisional","KarenHandel","KarenHandel_AbsenteebyMail","KarenHandel_AdvanceinPerson","KarenHandel_ElectionDay","KarenHandel_Provisional","KeithGrawert","KeithGrawert_AbsenteebyMail","KeithGrawert_AdvanceinPerson","KeithGrawert_ElectionDay","KeithGrawert_Provisional","KurtWilson","KurtWilson_AbsenteebyMail","KurtWilson_AdvanceinPerson","KurtWilson_ElectionDay","KurtWilson_Provisional","MohammadAliBhuiyan","MohammadAliBhuiyan_AbsenteebyMail","MohammadAliBhuiyan_AdvanceinPerson","MohammadAliBhuiyan_ElectionDay","MohammadAliBhuiyan_Provisional","REP","REP_AbsenteebyMail","REP_AdvanceinPerson","REP_ElectionDay","REP_Provisional","RaginEdwards","RaginEdwards_AbsenteebyMail","RaginEdwards_AdvanceinPerson","RaginEdwards_ElectionDay","RaginEdwards_Provisional","RebeccaQuigg","RebeccaQuigg_AbsenteebyMail","RebeccaQuigg_AdvanceinPerson","RebeccaQuigg_ElectionDay","RebeccaQuigg_Provisional","RichardKeatley","RichardKeatley_AbsenteebyMail","RichardKeatley_AdvanceinPerson","RichardKeatley_ElectionDay","RichardKeatley_Provisional","RonSlotin","RonSlotin_AbsenteebyMail","RonSlotin_AdvanceinPerson","RonSlotin_ElectionDay","RonSlotin_Provisional","WilliamLlop","WilliamLlop_AbsenteebyMail","WilliamLlop_AdvanceinPerson","WilliamLlop_ElectionDay","WilliamLlop_Provisional","ballotsCast","totalVoters","COUNTY","PRECINCTS","IDRV","DRV","BC_TV","IDRV_BC","IDRV_TV","DRV_BC","DRV_TV","DEM_IDRV","DEM_DRV","DEM_BC","DEM_TV","REP_IDRV","REP_DRV","REP_BC","REP_TV","DPW","RPW","IPW"
"107","AP07B",0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,71,0,11,60,0,1,0,0,1,0,266,6,122,137,1,82,0,29,53,0,6,0,0,6,0,0,0,0,0,0,263,6,119,137,1,19,0,2,17,0,145,0,40,105,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,340,0,84,256,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,606,1415,"Fulton",1,606,606,42.8268551236749,100,42.8268551236749,100,42.8268551236749,43.8943894389439,43.8943894389439,43.8943894389439,18.7985865724382,56.1056105610561,56.1056105610561,56.1056105610561,24.0282685512367,0,0,0
"108","AP09A",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,183,2,45,136,0,3,0,2,1,0,707,28,317,360,2,120,1,43,76,0,6,0,2,4,0,1,0,1,0,0,695,28,310,355,2,40,0,12,28,0,367,2,102,261,2,1,0,0,1,0,8,0,2,6,0,0,0,0,0,0,728,5,208,513,2,6,0,4,2,0,4,0,3,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1436,3784,"Fulton",1,1436,1435,37.9492600422833,100,37.9492600422833,99.9303621169916,37.9228329809725,49.2339832869081,49.2682926829268,49.2339832869081,18.683932346723,50.6963788300836,50.7317073170732,50.6963788300836,19.2389006342495,0,0,0
"109","AP09B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,12,19,0,1,0,0,1,0,176,2,101,72,1,15,0,5,10,0,0,0,0,0,0,0,0,0,0,0,172,2,97,72,1,5,0,3,2,0,57,0,14,43,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,112,0,36,76,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,288,750,"Fulton",1,288,288,38.4,100,38.4,100,38.4,61.1111111111111,61.1111111111111,61.1111111111111,23.4666666666667,38.8888888888889,38.8888888888889,38.8888888888889,14.9333333333333,0,0,0
"110","AP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,8,34,0,2,0,0,2,0,167,3,85,78,1,35,0,11,24,0,7,0,1,6,0,0,0,0,0,0,166,3,85,77,1,15,0,2,12,1,132,0,28,104,0,2,0,0,2,0,2,0,0,2,0,1,0,0,1,0,240,0,50,189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,407,891,"Fulton",1,407,407,45.679012345679,100,45.679012345679,100,45.679012345679,41.031941031941,41.031941031941,41.031941031941,18.7429854096521,58.968058968059,58.968058968059,58.968058968059,26.9360269360269,0,0,0
"111","AP12A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,116,3,38,75,0,13,0,2,11,0,2,0,1,1,0,0,0,0,0,0,114,3,37,74,0,5,0,1,4,0,32,1,9,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,67,1,13,53,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183,576,"Fulton",1,183,183,31.7708333333333,100,31.7708333333333,100,31.7708333333333,63.3879781420765,63.3879781420765,63.3879781420765,20.1388888888889,36.6120218579235,36.6120218579235,36.6120218579235,11.6319444444444,0,0,0
"112","AP12B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,123,4,37,81,1,4,0,1,3,0,1,0,0,1,0,0,0,0,0,0,120,4,37,78,1,5,0,0,5,0,16,0,6,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34,0,7,26,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157,590,"Fulton",1,157,157,26.6101694915254,100,26.6101694915254,100,26.6101694915254,78.343949044586,78.343949044586,78.343949044586,20.8474576271186,21.656050955414,21.656050955414,21.656050955414,5.76271186440678,0,0,0
"113","AP12C",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,63,0,11,52,0,0,0,0,0,0,188,10,79,99,0,60,0,17,43,0,6,0,3,3,0,0,0,0,0,0,186,10,78,98,0,13,0,0,13,0,114,0,28,86,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,259,0,60,199,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,447,1202,"Fulton",1,447,447,37.1880199667221,100,37.1880199667221,100,37.1880199667221,42.0581655480984,42.0581655480984,42.0581655480984,15.6405990016639,57.9418344519016,57.9418344519016,57.9418344519016,21.5474209650582,0,0,0
"114","AP13",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,101,0,19,81,1,0,0,0,0,0,462,14,187,261,0,77,0,31,46,0,8,0,3,5,0,2,0,0,2,0,456,14,184,258,0,19,0,4,15,0,173,2,44,127,0,1,0,0,1,0,6,0,1,5,0,0,0,0,0,0,385,2,102,280,1,2,0,1,1,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,849,2364,"Fulton",1,849,847,35.9137055837563,100,35.9137055837563,99.7644287396938,35.82910321489,54.4169611307421,54.5454545454545,54.4169611307421,19.5431472081218,45.3474676089517,45.4545454545455,45.3474676089517,16.2859560067682,0,0,0
"115","AP14",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,162,1,34,127,0,3,0,1,2,0,623,27,282,312,2,121,4,40,77,0,8,0,1,7,0,2,0,0,2,0,616,26,280,308,2,31,0,4,27,0,323,0,92,231,0,1,0,1,0,0,4,0,1,3,0,3,0,1,2,0,658,5,176,477,0,2,0,1,1,0,2,1,1,0,0,0,0,0,0,0,3,0,0,3,0,2,0,1,1,0,1283,2768,"Fulton",1,1283,1281,46.3511560693642,100,46.3511560693642,99.8441153546376,46.278901734104,48.5580670303975,48.6338797814208,48.5580670303975,22.507225433526,51.2860483242401,51.3661202185792,51.2860483242401,23.771676300578,0,0,0
"116","JC01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,3,42,198,1,6,0,2,4,0,1028,30,429,565,4,114,3,27,83,1,9,1,2,6,0,0,0,0,0,0,1010,30,422,554,4,28,0,5,23,0,282,3,58,219,2,2,0,0,2,0,5,0,0,5,0,1,0,0,1,0,694,10,136,544,4,13,0,5,8,0,2,0,2,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,1723,4425,"Fulton",1,1722,1722,38.9378531073446,99.9419616947185,38.9152542372881,99.9419616947185,38.9152542372881,59.6980255516841,59.6980255516841,59.6633778293674,23.2316384180791,40.3019744483159,40.3019744483159,40.2785838653511,15.683615819209,0,0,0
"117","JC02",1,0,0,1,0,3,0,2,1,0,0,0,0,0,0,94,0,23,71,0,2,0,2,0,0,356,5,139,206,6,77,3,30,44,0,10,0,3,7,0,1,0,0,1,0,344,5,136,198,5,22,0,4,18,0,113,2,17,93,1,2,0,1,1,0,3,0,0,3,0,1,0,0,1,0,328,5,82,240,1,10,0,3,6,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,686,1943,"Fulton",1,685,684,35.3062274832733,99.8542274052478,35.2547606793618,99.7084548104956,35.2032938754503,51.970802919708,52.046783625731,51.8950437317784,18.3221821924858,47.8832116788321,47.953216374269,47.8134110787172,16.8811116829645,0,0,0
"118","JC03A",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,0,13,17,1,0,0,0,0,0,106,1,53,52,0,14,0,5,9,0,2,0,1,1,0,2,0,0,2,0,106,1,53,52,0,3,0,1,2,0,44,1,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,32,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,489,"Fulton",1,202,200,41.3087934560327,100,41.3087934560327,99.009900990099,40.8997955010225,52.4752475247525,53,52.4752475247525,21.6768916155419,46.5346534653465,47,46.5346534653465,19.2229038854806,0,0,0
"119","JC03B",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,53,1,12,40,0,2,0,1,1,0,308,7,112,187,2,34,0,12,22,0,2,0,0,2,0,0,0,0,0,0,299,7,109,181,2,4,0,0,4,0,94,0,20,74,0,0,0,0,0,0,5,0,2,3,0,3,0,1,2,0,198,1,48,149,0,7,0,3,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,506,1262,"Fulton",1,506,506,40.095087163233,100,40.095087163233,100,40.095087163233,60.8695652173913,60.8695652173913,60.8695652173913,24.405705229794,39.1304347826087,39.1304347826087,39.1304347826087,15.689381933439,0,0,0
"120","JC04A",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,213,2,57,153,1,0,0,0,0,0,837,20,443,368,6,129,0,55,74,0,15,0,8,7,0,0,0,0,0,0,819,19,431,363,6,44,1,14,29,0,266,2,75,189,0,2,0,0,2,0,6,0,1,5,0,5,0,1,4,0,683,5,211,466,1,7,1,6,0,0,6,0,5,1,0,3,0,0,3,0,2,0,1,1,0,1,0,0,1,0,1520,3831,"Fulton",1,1520,1520,39.6763247193944,100,39.6763247193944,100,39.6763247193944,55.0657894736842,55.0657894736842,55.0657894736842,21.8480814408771,44.9342105263158,44.9342105263158,44.9342105263158,17.8282432785174,0,0,0
"121","JC04B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,7,0,0,0,0,0,0,44,2,16,26,0,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,43,1,16,26,0,1,0,0,1,0,11,0,5,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,36,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,80,249,"Fulton",1,80,80,32.1285140562249,100,32.1285140562249,100,32.1285140562249,55,55,55,17.6706827309237,45,45,45,14.4578313253012,0,0,0
"122","JC05",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,102,0,29,73,0,0,0,0,0,0,413,6,195,208,4,47,0,23,24,0,4,0,1,3,0,0,0,0,0,0,403,6,188,205,4,18,0,3,15,0,140,0,41,99,0,1,0,0,1,0,5,0,1,4,0,2,0,1,1,0,323,0,99,224,0,5,0,4,1,0,4,0,2,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,737,1967,"Fulton",1,736,736,37.4682257244535,99.8643147896879,37.4173868835791,99.8643147896879,37.4173868835791,56.1141304347826,56.1141304347826,56.0379918588874,20.9964412811388,43.8858695652174,43.8858695652174,43.8263229308005,16.4209456024403,0,0,0
"123","JC06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,26,112,0,3,0,2,1,0,320,12,121,187,0,153,0,46,106,1,5,0,1,4,0,0,0,0,0,0,311,11,118,182,0,54,0,16,38,0,175,4,42,129,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,531,4,134,392,1,3,0,1,2,0,5,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,851,2462,"Fulton",1,851,851,34.5653939886271,100,34.5653939886271,100,34.5653939886271,37.6028202115159,37.6028202115159,37.6028202115159,12.9975629569456,62.3971797884841,62.3971797884841,62.3971797884841,21.5678310316816,0,0,0
"124","JC07",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,247,4,55,188,0,6,0,0,6,0,847,30,354,460,3,137,0,41,96,0,8,0,2,6,0,0,0,0,0,0,838,30,349,456,3,46,0,10,35,1,209,1,43,162,3,1,0,0,1,0,7,0,3,4,0,4,0,3,1,0,667,5,157,501,4,5,0,3,2,0,2,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1514,3681,"Fulton",1,1514,1514,41.1301276826949,100,41.1301276826949,100,41.1301276826949,55.9445178335535,55.9445178335535,55.9445178335535,23.0100516164086,44.0554821664465,44.0554821664465,44.0554821664465,18.1200760662863,0,0,0
"125","JC08",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,139,0,36,103,0,2,0,0,2,0,513,12,237,264,0,108,0,49,59,0,4,0,3,1,0,0,0,0,0,0,498,12,229,257,0,32,0,7,25,0,216,0,62,154,0,4,1,1,2,0,6,0,0,6,0,1,0,0,1,0,515,1,158,356,0,5,0,4,1,0,7,0,4,3,0,2,0,0,2,0,1,0,0,1,0,2,0,0,2,0,1028,2533,"Fulton",1,1028,1028,40.5842874062377,100,40.5842874062377,100,40.5842874062377,49.9027237354086,49.9027237354086,49.9027237354086,20.252664824319,50.0972762645914,50.0972762645914,50.0972762645914,20.3316225819187,0,0,0
"126","JC09",0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,93,0,24,69,0,2,0,0,2,0,609,14,246,349,0,90,0,26,64,0,13,0,5,8,0,0,0,0,0,0,594,14,236,344,0,38,0,7,31,0,195,1,43,151,0,1,0,1,0,0,13,0,4,9,0,3,0,2,1,0,451,1,114,336,0,8,0,6,2,0,3,0,2,1,0,2,0,0,2,0,2,0,2,0,0,1,0,0,1,0,1060,2658,"Fulton",1,1060,1060,39.8796087283672,100,39.8796087283672,100,39.8796087283672,57.4528301886792,57.4528301886792,57.4528301886792,22.9119638826185,42.5471698113208,42.5471698113208,42.5471698113208,16.9676448457487,0,0,0
"127","JC10",0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,103,0,22,81,0,3,0,1,2,0,436,14,169,252,1,65,2,32,31,0,6,0,2,4,0,0,0,0,0,0,425,14,163,247,1,19,0,4,15,0,131,1,27,103,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,0,339,3,89,247,0,5,0,4,1,0,1,0,0,1,0,2,0,1,1,0,3,0,1,2,0,1,0,0,1,0,775,2073,"Fulton",1,775,775,37.3854317414375,100,37.3854317414375,100,37.3854317414375,56.258064516129,56.258064516129,56.258064516129,21.0323203087313,43.741935483871,43.741935483871,43.741935483871,16.3531114327062,0,0,0
"128","JC11",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,268,1,59,208,0,1,0,0,1,0,500,29,185,286,0,162,0,47,114,1,10,0,5,5,0,0,0,0,0,0,494,29,182,283,0,46,0,8,38,0,212,2,32,175,3,2,0,1,1,0,3,0,0,3,0,1,0,0,1,0,707,3,152,548,4,4,0,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1208,2939,"Fulton",1,1207,1207,41.1024157876829,99.9172185430464,41.0683906090507,99.9172185430464,41.0683906090507,41.4250207125104,41.4250207125104,41.3907284768212,17.0125893160939,58.5749792874896,58.5749792874896,58.5264900662252,24.0558012929568,0,0,0
"129","JC12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,2,43,179,0,1,0,0,1,0,330,17,116,194,3,253,1,56,196,0,9,0,1,8,0,0,0,0,0,0,322,17,113,189,3,52,1,4,47,0,235,1,40,194,0,1,0,0,1,0,8,0,3,5,0,1,0,0,1,0,784,5,147,632,0,5,0,1,4,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1116,2284,"Fulton",1,1114,1114,48.861646234676,99.8207885304659,48.7740805604203,99.8207885304659,48.7740805604203,29.6229802513465,29.6229802513465,29.5698924731183,14.4483362521891,70.3770197486535,70.3770197486535,70.2508960573477,34.3257443082312,0,0,0
"130","JC13A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,2,71,234,0,0,0,0,0,0,257,11,89,156,1,203,0,61,139,3,7,0,3,4,0,0,0,0,0,0,253,11,88,153,1,18,0,2,16,0,138,0,28,108,2,3,0,0,3,0,2,0,0,2,0,1,0,0,1,0,684,2,165,512,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,944,1950,"Fulton",1,941,941,48.4102564102564,99.6822033898305,48.2564102564103,99.6822033898305,48.2564102564103,27.3113708820404,27.3113708820404,27.2245762711864,13.1794871794872,72.6886291179596,72.6886291179596,72.4576271186441,35.0769230769231,0,0,0
"131","JC13B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,6,37,0,0,0,0,0,0,20,0,3,17,0,33,0,16,17,0,0,0,0,0,0,0,0,0,0,0,20,0,3,17,0,3,0,3,0,0,24,0,5,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,110,4,32,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,130,259,"Fulton",1,130,130,50.1930501930502,100,50.1930501930502,100,50.1930501930502,15.3846153846154,15.3846153846154,15.3846153846154,7.72200772200772,84.6153846153846,84.6153846153846,84.6153846153846,42.4710424710425,0,0,0
"132","JC14",0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,239,0,41,198,0,2,0,1,1,0,364,13,131,219,1,80,0,25,55,0,7,0,3,4,0,1,0,0,1,0,362,13,129,219,1,15,0,4,11,0,186,0,49,137,0,1,0,0,1,0,7,0,2,5,0,1,0,0,1,0,540,0,126,414,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,905,2299,"Fulton",1,905,904,39.3649412788169,100,39.3649412788169,99.8895027624309,39.3214441061331,40.2209944751381,40.2654867256637,40.2209944751381,15.8329708568943,59.6685082872928,59.7345132743363,59.6685082872928,23.4884732492388,0,0,0
"133","JC15",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,0,3,14,0,2,0,0,2,0,152,0,60,92,0,29,0,7,21,1,2,0,0,2,0,0,0,0,0,0,150,0,59,91,0,4,0,2,2,0,42,1,10,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,98,1,22,74,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,707,"Fulton",1,250,250,35.3606789250354,100,35.3606789250354,100,35.3606789250354,60.8,60.8,60.8,21.4992927864215,39.2,39.2,39.2,13.8613861386139,0,0,0
"134","JC16",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,135,0,24,110,1,1,0,1,0,0,513,5,181,327,0,72,0,17,55,0,6,0,1,5,0,1,0,0,1,0,507,5,179,323,0,37,0,3,34,0,230,0,32,196,2,0,0,0,0,0,16,0,3,13,0,2,0,1,1,0,500,0,82,415,3,4,0,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1015,2321,"Fulton",1,1014,1013,43.7311503662215,99.9014778325123,43.6880654890134,99.8029556650246,43.6449806118053,50.5917159763314,50.6416584402764,50.5418719211823,22.1025420077553,49.3096646942801,49.3583415597236,49.2610837438424,21.54243860405,0,0,0
"135","JC18",0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,214,0,58,156,0,0,0,0,0,0,538,19,272,247,0,122,1,18,103,0,8,0,2,6,0,1,0,1,0,0,534,19,270,245,0,26,0,4,22,0,265,1,56,208,0,3,0,3,0,0,16,0,1,15,0,2,0,1,1,0,657,2,143,512,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1196,2545,"Fulton",1,1196,1195,46.9941060903733,100,46.9941060903733,99.9163879598662,46.9548133595285,44.9832775919732,45.0209205020921,44.9832775919732,21.139489194499,54.933110367893,54.9790794979079,54.933110367893,25.8153241650295,0,0,0
"136","JC19",0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,244,0,58,182,4,1,0,1,0,0,764,23,361,372,8,131,0,46,84,1,7,0,3,4,0,0,0,0,0,0,744,22,353,361,8,28,0,3,24,1,290,0,81,205,4,5,2,1,2,0,9,0,3,6,0,2,0,2,0,0,722,2,201,509,10,9,0,5,4,0,5,1,0,4,0,2,0,0,2,0,4,0,3,1,0,2,0,2,0,0,1486,3400,"Fulton",1,1486,1486,43.7058823529412,100,43.7058823529412,100,43.7058823529412,51.4131897711978,51.4131897711978,51.4131897711978,22.4705882352941,48.5868102288022,48.5868102288022,48.5868102288022,21.2352941176471,0,0,0
"137","ML011",2,0,0,2,0,2,0,1,1,0,1,0,0,1,0,90,0,26,64,0,7,0,5,2,0,385,9,213,163,0,93,0,33,60,0,3,0,0,3,0,3,0,0,3,0,382,9,213,160,0,40,1,17,22,0,268,0,92,176,0,5,0,2,3,0,5,0,2,3,0,2,0,0,2,0,517,1,180,336,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,906,2162,"Fulton",1,905,902,41.9056429232192,99.8896247240618,41.8593894542091,99.5584988962472,41.7206290471785,42.5414364640884,42.6829268292683,42.4944812362031,17.8075855689177,57.1270718232044,57.3170731707317,57.0640176600442,23.9130434782609,0,0,0
"138","ML012",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,0,3,19,0,0,0,0,0,0,62,1,40,21,0,36,0,11,25,0,3,0,2,1,0,0,0,0,0,0,62,1,40,21,0,14,0,3,11,0,73,0,43,30,0,1,0,1,0,0,3,0,1,2,0,0,0,0,0,0,154,0,64,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,216,449,"Fulton",1,216,216,48.1069042316258,100,48.1069042316258,100,48.1069042316258,28.7037037037037,28.7037037037037,28.7037037037037,13.8084632516704,71.2962962962963,71.2962962962963,71.2962962962963,34.2984409799555,0,0,0
"139","ML01B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,17,3,13,1,0,4,0,2,2,0,1,0,0,1,0,0,0,0,0,0,17,3,13,1,0,2,0,0,2,0,10,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,"Fulton",1,41,41,43.6170212765957,100,43.6170212765957,100,43.6170212765957,41.4634146341463,41.4634146341463,41.4634146341463,18.0851063829787,58.5365853658537,58.5365853658537,58.5365853658537,25.531914893617,0,0,0
"140","ML021",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,130,3,27,100,0,11,0,4,7,0,155,4,78,73,0,62,0,22,39,1,13,0,2,11,0,2,0,0,2,0,153,4,77,72,0,37,0,13,24,0,233,3,63,167,0,2,0,0,2,0,2,0,0,2,0,1,0,0,1,0,492,6,132,353,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,649,1730,"Fulton",1,649,647,37.514450867052,100,37.514450867052,99.6918335901387,37.3988439306358,23.8828967642527,23.9567233384853,23.8828967642527,8.95953757225434,75.808936825886,76.0432766615147,75.808936825886,28.4393063583815,0,0,0
"141","ML022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,9,0,2,0,1,1,0,27,5,10,12,0,17,2,6,9,0,0,0,0,0,0,0,0,0,0,0,27,5,10,12,0,6,0,3,3,0,22,0,8,14,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,59,2,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,219,"Fulton",1,86,86,39.2694063926941,100,39.2694063926941,100,39.2694063926941,31.3953488372093,31.3953488372093,31.3953488372093,12.3287671232877,68.6046511627907,68.6046511627907,68.6046511627907,26.9406392694064,0,0,0
"142","ML023",0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,92,0,18,71,3,11,0,4,7,0,141,3,87,50,1,68,0,33,35,0,2,0,0,2,0,0,0,0,0,0,139,3,85,50,1,27,0,7,20,0,191,0,62,129,0,1,0,0,1,0,4,0,1,3,0,1,0,1,0,0,400,0,128,269,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,541,1353,"Fulton",1,541,541,39.9852180339985,100,39.9852180339985,100,39.9852180339985,26.0628465804067,26.0628465804067,26.0628465804067,10.4212860310421,73.9371534195933,73.9371534195933,73.9371534195933,29.5639320029564,0,0,0
"143","ML024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,3,0,2,1,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,1,0,11,0,3,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,98,"Fulton",1,26,26,26.530612244898,100,26.530612244898,100,26.530612244898,11.5384615384615,11.5384615384615,11.5384615384615,3.06122448979592,88.4615384615385,88.4615384615385,88.4615384615385,23.469387755102,0,0,0
